ProjectDescriptionID,catchRawID,trapVisitID,commonName,releaseID,run,fishOrigin,lifeStage,forkLength,n,visitTime,visitType,siteName,subSiteName,markType,markColor,markPosition,markCode
2,137454,5319,Chinook salmon,471,Fall,Natural,Not recorded,,1,2011-01-09T13:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,137456,5321,Chinook salmon,472,Fall,Natural,Not recorded,,205,2011-01-11T10:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Pigment / dye,Brown,Whole body,
2,137458,5332,Chinook salmon,530,Not recorded,Natural,Not recorded,,7,2011-03-11T13:00:00Z,Continue trapping,Sunset Pumps,Sunset West bank,Pigment / dye,Brown,Whole body,
2,137481,5371,Chinook salmon,514,Not recorded,Natural,Not recorded,,1,2011-01-12T10:30:00Z,Continue trapping,Sunset Pumps,Sunset East bank,Elastomer,Orange,Nose,
2,137482,5372,Chinook salmon,514,Not recorded,Natural,Not recorded,,1,2011-01-12T10:30:00Z,Continue trapping,Sunset Pumps,Sunset West bank,Elastomer,Orange,Nose,
2,137486,5376,Chinook salmon,515,Not recorded,Natural,Not recorded,,3,2011-01-14T14:00:00Z,Continue trapping,Sunset Pumps,Sunset West bank,Elastomer,White,Nose,
2,137493,5383,Chinook salmon,472,Fall,Natural,Not recorded,,24,2011-01-12T14:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Pigment / dye,Brown,Whole body,
2,137494,5384,Chinook salmon,472,Fall,Natural,Not recorded,,11,2011-01-13T14:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Pigment / dye,Brown,Whole body,
2,137495,5385,Chinook salmon,473,Fall,Natural,Not recorded,,6,2011-01-14T09:45:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Blue,Nose,
2,136933,4233,Chinook salmon,579,,Natural,Not recorded,,1,2009-03-19T09:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Pigment / dye,Brown,Whole body,
2,137371,5507,Chinook salmon,482,Fall,Natural,Not recorded,,57,2011-02-18T14:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,137372,5508,Chinook salmon,482,Fall,Natural,Not recorded,,14,2011-02-19T10:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,137373,5509,Chinook salmon,482,Fall,Natural,Not recorded,,1,2011-02-20T15:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,137377,5514,Chinook salmon,483,Fall,Natural,Not recorded,,30,2011-02-26T13:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Green,Nose,
2,137378,5515,Chinook salmon,483,Fall,Natural,Not recorded,,7,2011-02-27T10:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Green,Nose,
2,137379,5516,Chinook salmon,484,Fall,Natural,Not recorded,,5,2011-02-28T09:45:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,137517,5411,Chinook salmon,468,Fall,Natural,Not recorded,,32,2010-12-09T10:15:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Pigment / dye,Brown,Whole body,
2,137518,5412,Chinook salmon,468,Fall,Natural,Not recorded,,2,2010-12-10T10:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Pigment / dye,Brown,Whole body,
2,137534,5430,Chinook salmon,474,Fall,Natural,Not recorded,,81,2011-01-27T13:15:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Yellow,Nose,
2,137535,5431,Chinook salmon,474,Fall,Natural,Not recorded,,3,2011-01-28T14:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Yellow,Nose,
2,137536,5432,Chinook salmon,475,Fall,Natural,Not recorded,,2,2011-01-29T14:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,137537,5433,Chinook salmon,474,Fall,Natural,Not recorded,,1,2011-01-30T11:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Yellow,Nose,
2,137540,5436,Chinook salmon,476,Fall,Natural,Not recorded,,24,2011-02-02T09:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Green,Nose,
2,137541,5437,Chinook salmon,477,Fall,Natural,Not recorded,,4,2011-02-03T11:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Yellow,Nose,
2,137542,5438,Chinook salmon,477,Fall,Natural,Not recorded,,1,2011-02-04T10:15:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Yellow,Nose,
2,137545,5441,Chinook salmon,516,Not recorded,Natural,Not recorded,,13,2011-01-18T10:00:00Z,Continue trapping,Sunset Pumps,Sunset East bank,Pigment / dye,Brown,Whole body,
2,137546,5442,Chinook salmon,516,Not recorded,Natural,Not recorded,,3,2011-01-18T10:30:00Z,Continue trapping,Sunset Pumps,Sunset West bank,Pigment / dye,Brown,Whole body,
2,137547,5443,Chinook salmon,516,Not recorded,Natural,Not recorded,,1,2011-01-19T12:15:00Z,Continue trapping,Sunset Pumps,Sunset East bank,Pigment / dye,Brown,Whole body,
2,137548,5444,Chinook salmon,516,Not recorded,Natural,Not recorded,,1,2011-01-19T13:45:00Z,Continue trapping,Sunset Pumps,Sunset West bank,Pigment / dye,Brown,Whole body,
2,137549,5445,Chinook salmon,516,Not recorded,Natural,Not recorded,,1,2011-01-20T13:00:00Z,Continue trapping,Sunset Pumps,Sunset East bank,Pigment / dye,Brown,Whole body,
2,137552,5448,Chinook salmon,517,Not recorded,Natural,Not recorded,,6,2011-01-22T08:15:00Z,Continue trapping,Sunset Pumps,Sunset West bank,Elastomer,Blue,Nose,
2,137557,5453,Chinook salmon,518,Not recorded,Natural,Not recorded,,8,2011-01-25T12:00:00Z,Continue trapping,Sunset Pumps,Sunset East bank,Pigment / dye,Brown,Whole body,
2,137558,5454,Chinook salmon,518,Not recorded,Natural,Not recorded,,3,2011-01-25T13:15:00Z,Continue trapping,Sunset Pumps,Sunset West bank,Pigment / dye,Brown,Whole body,
2,137561,5457,Chinook salmon,519,Not recorded,Natural,Not recorded,,1,2011-01-27T10:00:00Z,Continue trapping,Sunset Pumps,Sunset East bank,Elastomer,Blue,Nose,
2,137562,5458,Chinook salmon,518,Not recorded,Natural,Not recorded,,1,2011-01-27T10:45:00Z,Continue trapping,Sunset Pumps,Sunset West bank,Pigment / dye,Brown,Whole body,
2,137563,5459,Chinook salmon,520,Not recorded,Natural,Not recorded,,4,2011-01-28T11:00:00Z,Continue trapping,Sunset Pumps,Sunset West bank,Pigment / dye,Brown,Whole body,
2,137564,5460,Chinook salmon,520,Not recorded,Natural,Not recorded,,14,2011-01-28T10:30:00Z,Continue trapping,Sunset Pumps,Sunset East bank,Pigment / dye,Brown,Whole body,
2,137566,5462,Chinook salmon,520,Not recorded,Natural,Not recorded,,1,2011-01-29T09:30:00Z,Continue trapping,Sunset Pumps,Sunset East bank,Pigment / dye,Brown,Whole body,
2,137571,5467,Chinook salmon,521,Not recorded,Natural,Not recorded,,5,2011-02-02T14:30:00Z,Continue trapping,Sunset Pumps,Sunset West bank,Pigment / dye,Brown,Whole body,
2,137572,5468,Chinook salmon,521,Not recorded,Natural,Not recorded,,8,2011-02-02T13:30:00Z,Continue trapping,Sunset Pumps,Sunset East bank,Pigment / dye,Brown,Whole body,
2,137573,5469,Chinook salmon,522,Not recorded,Natural,Not recorded,,2,2011-02-03T15:00:00Z,Continue trapping,Sunset Pumps,Sunset West bank,Pigment / dye,Brown,Whole body,
2,137574,5470,Chinook salmon,522,Not recorded,Natural,Not recorded,,4,2011-02-03T14:00:00Z,Continue trapping,Sunset Pumps,Sunset East bank,Pigment / dye,Brown,Whole body,
2,137578,5474,Chinook salmon,522,Not recorded,Natural,Not recorded,,1,2011-02-05T09:30:00Z,Continue trapping,Sunset Pumps,Sunset East bank,Pigment / dye,Brown,Whole body,
2,137585,5483,Chinook salmon,479,Fall,Natural,Not recorded,,26,2011-02-09T14:15:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Green,Nose,
2,137586,5484,Chinook salmon,480,Fall,Natural,Not recorded,,26,2011-02-10T09:45:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Yellow,Nose,
2,137587,5485,Chinook salmon,480,Fall,Natural,Not recorded,,1,2011-02-11T09:15:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Yellow,Nose,
2,137588,5486,Chinook salmon,479,Fall,Natural,Not recorded,,1,2011-02-12T09:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Green,Nose,
2,137590,5490,Chinook salmon,524,Not recorded,Natural,Not recorded,,1,2011-03-01T14:30:00Z,Continue trapping,Sunset Pumps,Sunset West bank,Pigment / dye,Brown,Whole body,
2,137591,5491,Chinook salmon,524,Not recorded,Natural,Not recorded,,2,2011-03-01T14:00:00Z,End trapping,Sunset Pumps,Sunset East bank,Pigment / dye,Brown,Whole body,
2,137592,5492,Chinook salmon,524,Not recorded,Natural,Not recorded,,1,2011-03-02T10:15:00Z,Continue trapping,Sunset Pumps,Sunset West bank,Pigment / dye,Brown,Whole body,
2,137594,5494,Chinook salmon,526,Not recorded,Natural,Not recorded,,6,2011-03-04T12:30:00Z,Continue trapping,Sunset Pumps,Sunset West bank,Pigment / dye,Brown,Whole body,
2,137596,5497,Chinook salmon,527,Not recorded,Natural,Not recorded,,1,2011-03-07T11:45:00Z,Continue trapping,Sunset Pumps,Sunset West bank,Elastomer,Green,Nose,
2,137597,5498,Chinook salmon,528,Not recorded,Natural,Not recorded,,2,2011-03-08T09:45:00Z,Continue trapping,Sunset Pumps,Sunset West bank,Pigment / dye,Brown,Whole body,
2,137598,5499,Chinook salmon,528,Not recorded,Natural,Not recorded,,1,2011-03-09T13:15:00Z,Continue trapping,Sunset Pumps,Sunset West bank,Pigment / dye,Brown,Whole body,
2,137599,5501,Chinook salmon,529,Not recorded,Natural,Not recorded,,2,2011-03-10T13:15:00Z,Continue trapping,Sunset Pumps,Sunset West bank,Elastomer,Yellow,Nose,
2,137602,5505,Chinook salmon,481,Fall,Natural,Not recorded,,1,2011-02-16T09:15:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,168770,5626,Chinook salmon,327,Fall,Natural,Not recorded,,72,2011-12-06T10:00:31Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Pigment / dye,Brown,Whole body,
2,168772,5627,Chinook salmon,327,Fall,Natural,Fry,,2,2011-12-07T09:45:31Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Pigment / dye,Brown,Whole body,
2,168777,5630,Chinook salmon,341,Fall,Natural,Not recorded,,5,2011-12-08T10:15:31Z,End trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Green,Nose,
2,168778,5634,Chinook salmon,328,Fall,Natural,Not recorded,,31,2011-12-14T11:45:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,168779,5635,Chinook salmon,328,Fall,Natural,Not recorded,,4,2011-12-15T10:15:00Z,End trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,168780,5638,Chinook salmon,329,Fall,Natural,Not recorded,,46,2011-12-21T14:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,168781,5642,Chinook salmon,330,Fall,Natural,Not recorded,,31,2011-12-28T15:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,168782,5643,Chinook salmon,330,Fall,Natural,Fry,,6,2011-12-29T13:15:00Z,End trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,168820,5648,Chinook salmon,331,Fall,Natural,Not recorded,,25,2012-01-05T12:05:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,168855,5650,Chinook salmon,332,Fall,Natural,Fry,,12,2012-01-06T16:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Green,Nose,
2,168887,5651,Chinook salmon,333,Fall,Natural,Fry,,36,2012-01-07T13:45:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Yellow,Nose,
2,168915,5652,Chinook salmon,333,Fall,Natural,Fry,,1,2012-01-08T12:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Yellow,Nose,
2,168978,5654,Chinook salmon,334,Fall,Natural,Fry,,12,2012-01-11T11:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,169007,5655,Chinook salmon,334,Fall,Natural,Fry,,1,2012-01-12T10:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,169046,5656,Chinook salmon,335,Fall,Natural,Fry,,1,2012-01-13T09:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Green,Nose,
2,169047,5656,Chinook salmon,335,Fall,Natural,Fry,,3,2012-01-13T09:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Green,Nose,
2,169185,5661,Chinook salmon,336,Fall,Natural,Not recorded,,25,2012-01-18T10:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,169213,5662,Chinook salmon,336,Fall,Natural,Fry,,1,2012-01-19T10:45:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,169214,5662,Chinook salmon,337,Fall,Natural,Fry,,26,2012-01-19T10:45:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Green,Nose,
2,169246,5663,Chinook salmon,337,Fall,Natural,Not recorded,,4,2012-01-20T12:45:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Green,Nose,
2,169247,5663,Chinook salmon,339,Fall,Natural,Not recorded,,39,2012-01-20T12:45:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Yellow,Nose,
2,169311,5664,Chinook salmon,339,Fall,Natural,Fry,,1,2012-01-21T15:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Yellow,Nose,
2,169506,5668,Chinook salmon,340,Fall,Natural,Fry,,33,2012-01-25T08:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,169555,5669,Chinook salmon,340,Fall,Natural,Fry,,2,2012-01-26T12:05:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,169556,5669,Chinook salmon,344,Fall,Natural,Fry,,26,2012-01-26T12:05:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Green,Nose,
2,169605,5670,Chinook salmon,345,Fall,Natural,Fry,,34,2012-01-27T14:15:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Yellow,Nose,
2,169740,5673,Chinook salmon,340,Fall,Natural,Fry,,1,2012-01-30T13:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,169804,5675,Chinook salmon,346,Fall,Natural,Fry,,26,2012-02-01T10:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,169845,5676,Chinook salmon,346,Fall,Natural,Fry,,4,2012-02-02T11:45:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,169846,5676,Chinook salmon,365,Fall,Natural,Fry,,16,2012-02-02T11:45:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,White,Nose,
2,169847,5676,Chinook salmon,364,Fall,Natural,Fry,,21,2012-02-02T11:45:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Green,Nose,
2,169885,5677,Chinook salmon,366,Fall,Natural,Fry,,48,2012-02-03T16:15:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Yellow,Nose,
2,169917,5678,Chinook salmon,366,Fall,Natural,Fry,,1,2012-02-04T14:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Yellow,Nose,
2,170059,5682,Chinook salmon,367,Fall,Natural,Fry,,38,2012-02-08T10:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,170095,5683,Chinook salmon,347,Fall,Natural,Fry,,15,2012-02-09T09:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Green,Nose,
2,170096,5683,Chinook salmon,348,Fall,Natural,Fry,,16,2012-02-09T09:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,White,Nose,
2,170130,5684,Chinook salmon,347,Fall,Natural,Fry,,1,2012-02-10T11:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Green,Nose,
2,170131,5684,Chinook salmon,349,Fall,Natural,Fry,,40,2012-02-10T11:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Yellow,Nose,
2,170215,5685,Chinook salmon,349,Fall,Natural,Fry,,3,2012-02-11T14:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Yellow,Nose,
2,170545,5689,Chinook salmon,350,Fall,Natural,Fry,,34,2012-02-15T12:15:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,170634,5690,Chinook salmon,351,Fall,Natural,Fry,,22,2012-02-16T11:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Green,Nose,
2,170635,5690,Chinook salmon,352,Fall,Natural,Fry,,18,2012-02-16T11:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,White,Nose,
2,170723,5691,Chinook salmon,352,Fall,Natural,Fry,,1,2012-02-17T11:45:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,White,Nose,
2,170724,5691,Chinook salmon,353,Fall,Natural,Fry,,34,2012-02-17T11:45:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Yellow,Nose,
2,170725,5691,Chinook salmon,350,Fall,Natural,Fry,,1,2012-02-17T11:45:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,170817,5692,Chinook salmon,353,Fall,Natural,Fry,,2,2012-02-18T13:15:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Yellow,Nose,
2,170901,5693,Chinook salmon,353,Fall,Natural,Parr,,1,2012-02-19T12:15:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Yellow,Nose,
2,170902,5693,Chinook salmon,350,Fall,Natural,Parr,,1,2012-02-19T12:15:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,171233,5697,Chinook salmon,354,Fall,Natural,Fry,,44,2012-02-23T11:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Green,Nose,
2,171323,5698,Chinook salmon,352,Fall,Natural,Fry,,1,2012-02-24T09:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,White,Nose,
2,171324,5698,Chinook salmon,354,Fall,Natural,Fry,,1,2012-02-24T09:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Green,Nose,
2,171325,5698,Chinook salmon,357,Fall,Natural,Fry,,53,2012-02-24T09:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Yellow,Nose,
2,171413,5699,Chinook salmon,357,Fall,Natural,Fry,,1,2012-02-25T10:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Yellow,Nose,
2,171656,5702,Chinook salmon,357,Fall,Natural,Fry,,1,2012-02-28T09:45:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Yellow,Nose,
2,171740,5703,Chinook salmon,358,Fall,Natural,Fry,,29,2012-02-29T11:15:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,171823,5704,Chinook salmon,358,Fall,Natural,Fry,,3,2012-03-01T11:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,171824,5704,Chinook salmon,359,Fall,Natural,Fry,,40,2012-03-01T11:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Green,Nose,
2,171909,5705,Chinook salmon,358,Fall,Natural,Fry,,3,2012-03-02T12:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,171910,5705,Chinook salmon,359,Fall,Natural,Fry,,3,2012-03-02T12:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Green,Nose,
2,171911,5705,Chinook salmon,360,Fall,Natural,Fry,,48,2012-03-02T12:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Yellow,Nose,
2,172348,5710,Chinook salmon,361,Fall,Natural,Not recorded,,28,2012-03-07T14:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
2,172437,5711,Chinook salmon,362,Fall,Natural,Fry,,31,2012-03-08T10:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Green,Nose,
2,172528,5712,Chinook salmon,362,Fall,Natural,Not recorded,,3,2012-03-09T14:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Green,Nose,
2,172529,5712,Chinook salmon,355,Fall,Natural,Not recorded,,38,2012-03-09T14:30:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Yellow,Nose,
2,172705,5714,Chinook salmon,355,Fall,Natural,Fry,,1,2012-03-11T10:00:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Yellow,Nose,
2,172969,5717,Chinook salmon,356,Fall,Natural,Parr,,11,2012-03-14T13:15:00Z,Continue trapping,Steep Riffle,#Steep Riffle_RST,Elastomer,Red,Nose,
