projectDescriptionID,trapVisitID,visitTime,siteName,subSiteName,visitType,fishProcessed,trapFunctioning,counterAtEnd,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,includeCatch,waterTemp,turbidity
2,84,1998-02-14T11:26:00Z,Live Oak,Live Oak,Start trap & begin trapping,Not applicable,Trap not in service,,,,Yes,,
2,85,1998-02-14T12:53:00Z,Eye Riffle,Eye riffle_north,Start trap & begin trapping,Not applicable,Trap not in service,,,,Yes,,
2,86,1998-02-15T10:53:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,2857.0,,1.20000004768372,Yes,9.44444465637207,
2,87,1998-02-15T14:01:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,1943.0,,6.5,Yes,9.72222232818604,
2,88,1998-02-16T09:50:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,1680.0,,1.5,Yes,8.88888931274414,
2,89,1998-02-16T12:41:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,6901.0,,5.0,Yes,8.33333301544189,
2,90,1998-02-17T10:50:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,,,0.75,Yes,8.88888931274414,
2,91,1998-02-17T14:16:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,3677.0,,5.0,Yes,9.44444465637207,
2,92,1998-02-18T09:51:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,1327.0,,1.20000004768372,Yes,8.88888931274414,
2,93,1998-02-18T12:41:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,6075.0,,4.59999990463257,Yes,9.44444465637207,
2,94,1998-02-19T10:55:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,1520.0,,1.0,Yes,8.88888931274414,
2,95,1998-02-19T15:06:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,6803.0,,4.80000019073486,Yes,9.44444465637207,
2,96,1998-02-20T10:35:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,1665.0,,1.29999995231628,Yes,8.33333301544189,
2,97,1998-02-20T14:30:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,,,5.80000019073486,Yes,8.88888931274414,
2,98,1998-02-21T10:50:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,1530.0,,1.29999995231628,Yes,8.88888931274414,
2,99,1998-02-21T14:06:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,5042.0,,5.0,Yes,9.44444465637207,
2,100,1998-02-22T11:46:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,2010.0,,1.0,Yes,9.44444465637207,
2,101,1998-02-22T15:25:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,2603.0,,5.59999990463257,Yes,10.0,
2,102,1998-02-23T10:23:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,,,1.39999997615814,Yes,9.16666698455811,
2,103,1998-02-23T13:02:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,6952.0,,5.5,Yes,8.61111068725586,
2,104,1998-02-24T11:03:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,1660.0,,1.10000002384186,Yes,8.33333301544189,
2,105,1998-02-24T14:30:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,5266.0,,6.5,Yes,8.88888931274414,
2,106,1998-02-25T09:30:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,1249.0,,0.899999976158142,Yes,8.33333301544189,
2,107,1998-02-25T12:55:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,6759.0,,4.80000019073486,Yes,8.88888931274414,
2,108,1998-02-26T10:13:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,1171.0,,0.600000023841858,Yes,8.61111068725586,
2,109,1998-02-26T14:10:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,4818.0,,5.30000019073486,Yes,10.0,
2,110,1998-02-27T10:31:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,1028.0,,0.800000011920929,Yes,8.88888931274414,
2,111,1998-02-27T13:56:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,5880.0,,4.80000019073486,Yes,10.0,
2,112,1998-02-28T09:33:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,809.0,,0.800000011920929,Yes,9.16666698455811,
2,113,1998-02-28T12:40:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,6393.0,,5.0,Yes,9.44444465637207,
2,114,1998-03-01T09:30:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,726.0,,0.600000023841858,Yes,9.44444465637207,
2,115,1998-03-01T12:20:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,4374.0,,4.80000019073486,Yes,9.44444465637207,
2,116,1998-03-02T10:53:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,569.0,,0.300000011920929,Yes,9.16666698455811,
2,117,1998-03-02T12:46:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,7203.0,,4.5,Yes,9.44444465637207,
2,118,1998-03-03T12:23:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,478.0,,0.0,Yes,10.0,
2,119,1998-03-03T15:54:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,8242.0,,6.5,Yes,10.5555553436279,
2,120,1998-03-04T10:08:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,1131.0,,3.0,Yes,9.16666698455811,
2,121,1998-03-04T12:56:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,6251.0,,4.69999980926514,Yes,9.44444465637207,
2,122,1998-03-05T09:31:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,1482.0,,1.29999995231628,Yes,8.61111068725586,
2,123,1998-03-05T12:23:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,4463.0,,3.29999995231628,Yes,8.88888931274414,
2,124,1998-03-06T09:50:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,1592.0,,1.39999997615814,Yes,7.77777767181396,
2,125,1998-03-06T12:25:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,4695.0,,4.30000019073486,Yes,9.16666698455811,
2,126,1998-03-07T09:30:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,1583.0,,1.5,Yes,8.88888931274414,
2,127,1998-03-07T12:35:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,10.0,,3.0,Yes,8.88888931274414,
2,128,1998-03-08T10:38:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,1780.0,,1.5,Yes,8.88888931274414,
2,129,1998-03-08T14:24:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,4051.0,,3.20000004768372,Yes,10.0,
2,130,1998-03-09T09:45:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,1652.0,,1.39999997615814,Yes,8.88888931274414,
2,131,1998-03-09T13:59:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,4020.0,,2.79999995231628,Yes,10.5555553436279,
2,132,1998-03-10T09:14:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,1616.0,,1.29999995231628,Yes,9.44444465637207,
2,133,1998-03-10T11:30:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,3537.0,,2.79999995231628,Yes,10.5555553436279,
2,134,1998-03-11T09:41:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,1617.0,,0.699999988079071,Yes,9.72222232818604,
2,135,1998-03-11T11:35:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,4076.0,,2.90000009536743,Yes,10.5555553436279,
2,136,1998-03-12T09:43:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,1679.0,,1.29999995231628,Yes,9.44444465637207,
2,137,1998-03-12T11:36:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,3964.0,,2.79999995231628,Yes,10.5555553436279,
2,138,1998-03-13T09:41:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,1837.0,,1.29999995231628,Yes,9.44444465637207,
2,139,1998-03-13T12:42:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,4231.0,,3.0,Yes,10.5555553436279,
2,140,1998-03-14T09:24:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,1584.0,,0.800000011920929,Yes,10.0,
2,141,1998-03-14T11:23:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,8059.0,,2.90000009536743,Yes,10.8333330154419,
2,142,1998-03-15T09:28:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,1620.0,,0.800000011920929,Yes,10.5555553436279,
2,143,1998-03-15T13:00:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,4122.0,,2.70000004768372,Yes,11.6666669845581,
2,144,1998-03-16T13:40:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,561.0,,0.800000011920929,Yes,11.6666669845581,
2,145,1998-03-16T15:54:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,4191.0,,2.79999995231628,Yes,12.222222328186,
2,146,1998-03-17T11:04:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,633.0,,0.899999976158142,Yes,10.8333330154419,
2,147,1998-03-17T13:45:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,2841.0,,0.800000011920929,Yes,12.5,
2,148,1998-03-18T14:06:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,757.0,,1.79999995231628,Yes,11.6666669845581,
2,149,1998-03-18T16:52:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,3730.0,,2.29999995231628,Yes,13.0555553436279,
2,150,1998-03-19T11:10:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,1091.0,,0.699999988079071,Yes,10.5555553436279,
2,151,1998-03-19T13:42:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,4426.0,,4.40000009536743,Yes,11.6666669845581,
2,152,1998-03-20T11:10:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,,,0.899999976158142,Yes,11.1111106872559,
2,153,1998-03-20T12:50:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,5070.0,,3.5,Yes,11.3888893127441,
2,154,1998-03-21T11:15:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,793.0,,0.200000002980232,Yes,11.1111106872559,
2,155,1998-03-21T13:13:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,5733.0,,4.5,Yes,10.5555553436279,
2,156,1998-03-22T10:36:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,582.0,,0.300000011920929,Yes,10.5555553436279,
2,157,1998-03-22T13:18:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,6815.0,,5.0,Yes,10.277777671814,
2,158,1998-03-23T09:10:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,889.0,,0.800000011920929,Yes,10.277777671814,
2,159,1998-03-23T10:44:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,6016.0,,4.80000019073486,Yes,10.277777671814,
2,160,1998-03-24T13:43:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,7457.0,,4.80000019073486,Yes,11.1111106872559,
2,161,1998-03-24T15:36:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,1313.0,,1.0,Yes,11.1111106872559,
2,162,1998-03-25T09:52:00Z,Eye Riffle,Eye riffle_north,End trapping,Processed fish,Not recorded,811.0,,0.699999988079071,Yes,11.1111106872559,
2,163,1998-03-25T13:18:00Z,Live Oak,Live Oak,End trapping,Processed fish,Not recorded,7081.0,,6.40000009536743,Yes,11.6666669845581,
2,164,1998-04-01T11:01:00Z,Eye Riffle,Eye riffle_north,Start trap & begin trapping,Not applicable,Trap not in service,,,,Yes,,
2,165,1998-04-01T12:11:00Z,Live Oak,Live Oak,Start trap & begin trapping,Not applicable,Trap not in service,,,,Yes,,
2,166,1998-04-02T11:00:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,6381.0,,4.69999980926514,Yes,10.5555553436279,
2,167,1998-04-02T12:27:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,1709.0,,1.10000002384186,Yes,10.277777671814,
2,168,1998-04-03T10:51:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,1423.0,,1.0,Yes,9.44444465637207,
2,169,1998-04-03T12:30:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,6915.0,,4.80000019073486,Yes,9.72222232818604,
2,170,1998-04-04T10:05:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,1785.0,,1.70000004768372,Yes,9.16666698455811,
2,171,1998-04-04T12:10:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,7395.0,,4.59999990463257,Yes,9.44444465637207,
2,172,1998-04-05T11:05:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,2453.0,,2.0,Yes,10.0,
2,173,1998-04-05T13:28:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,6020.0,,3.90000009536743,Yes,10.277777671814,
2,174,1998-04-06T09:44:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,2270.0,,1.70000004768372,Yes,9.44444465637207,
2,175,1998-04-06T10:52:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,,,3.79999995231628,Yes,10.277777671814,
2,176,1998-04-07T09:11:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,2337.0,,1.70000004768372,Yes,9.44444465637207,
2,177,1998-04-07T10:35:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,5285.0,,3.79999995231628,Yes,10.277777671814,
2,178,1998-04-08T09:55:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,2444.0,,1.60000002384186,Yes,9.72222232818604,
2,179,1998-04-08T11:45:00Z,Live Oak,Live Oak,Continue trapping,Processed fish,Not recorded,,,3.40000009536743,Yes,10.0,
2,180,1998-04-09T09:35:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,2257.0,,1.70000004768372,Yes,10.277777671814,
